0.025	33431
0.075	37332
0.125	33879
0.175	28934
0.225	23235
0.275	17993
0.325	13289
0.375	10054
0.425	8196
0.475	7243
0.525	6743
0.575	6162
0.625	5789
0.675	5475
0.725	4762
0.775	4452
0.825	3979
0.875	3610
0.925	3358
0.975	2802
1.025	2407
1.075	2126
1.125	1795
1.175	1592
1.225	1311
1.275	1068
1.325	865
1.375	765
1.425	603
1.475	487
1.525	370
1.575	272
1.625	199
1.675	149
1.725	110
1.775	69
1.825	46
1.875	31
1.925	22
1.975	7
2.025	6
2.075	2
2.125	0
2.175	0
2.225	1
2.275	0
2.325	1
2.375	0
2.425	0
2.475	0
2.525	0
