0.00005 0
0.00015	0
0.00025	0
0.00035	0
0.00045	0
0.00055	0
0.00065	0
0.00075	0
0.00085	0
0.00095	23
0.00105	397
0.00115	178
0.00125	189
0.00135	164
0.00145	173
0.00155	145
0.00165	118
0.00175	185
0.00185	123
0.00195	125
0.00205	88
0.00215	92
0.00225	99
0.00235	96
0.00245	76
0.00255	81
0.00265	100
0.00275	70
0.00285	73
0.00295	70
0.00305	62
0.00315	65
0.00325	67
0.00335	78
0.00345	67
0.00355	68
0.00365	51
0.00375	51
0.00385	47
0.00395	53
0.00405	46
0.00415	52
0.00425	39
0.00435	45
0.00445	44
0.00455	41
0.00465	43
0.00475	35
0.00485	46
0.00495	33
0.00505	40
0.00515	28
0.00525	31
0.00535	34
0.00545	38
0.00555	52
0.00565	25
0.00575	33
0.00585	42
0.00595	26
0.00605	26
0.00615	26
0.00625	29
0.00635	27
0.00645	27
0.00655	13
0.00665	27
0.00675	42
0.00685	24
0.00695	32
0.00705	28
0.00715	35
0.00725	26
0.00735	20
0.00745	30
0.00755	17
0.00765	25
0.00775	23
0.00785	13
0.00795	99481
0.00805	194231
0.00815	14
0.00825	23
0.00835	28
0.00845	6
0.00855	15
0.00865	15
0.00875	23
0.00885	35408
0.00895	52
0.00905	6
0.00915	14
0.00925	22
0.00935	18
0.00945	11
0.00955	19
0.00965	14
0.00975	13
0.00985	18
0.00995	13
0.01005	20
0.01015	11
0.01025	21
0.01035	14
0.01045	15
0.01055	9
0.01065	13
0.01075	17
0.01085	12
0.01095	13
0.01105	10
0.01115	15
0.01125	18
0.01135	18
0.01145	16
0.01155	13
0.01165	16
0.01175	15
0.01185	9
0.01195	10
0.01205	11
0.01215	8
0.01225	10
0.01235	9
0.01245	16
0.01255	9
0.01265	6
0.01275	8
0.01285	13
0.01295	5
0.01305	11
0.01315	6
0.01325	15
0.01335	9
0.01345	12
0.01355	12
0.01365	11
0.01375	10
0.01385	17
0.01395	9
0.01405	9
0.01415	8
0.01425	5
0.01435	15
0.01445	10
0.01455	9
0.01465	12
