0.00005 0
0.00015	0
0.00025	0
0.00035	0
0.00045	0
0.00055	0
0.00065	0
0.00075	0
0.00085	0
0.00095	34
0.00105	273
0.00115	294
0.00125	268
0.00135	217
0.00145	218
0.00155	191
0.00165	188
0.00175	169
0.00185	178
0.00195	152
0.00205	2325
0.00215	1056
0.00225	14472
0.00235	9198
0.00245	1122
0.00255	667
0.00265	460
0.00275	129
0.00285	235
0.00295	80
0.00305	96
0.00315	95
0.00325	102
0.00335	81
0.00345	77
0.00355	64
0.00365	84
0.00375	74
0.00385	72
0.00395	82
0.00405	67
0.00415	67
0.00425	59
0.00435	67
0.00445	59
0.00455	62
0.00465	63
0.00475	47
0.00485	44
0.00495	58
0.00505	44
0.00515	58
0.00525	47
0.00535	45
0.00545	61
0.00555	46
0.00565	50
0.00575	38
0.00585	48
0.00595	49
0.00605	47
0.00615	44
0.00625	32
0.00635	42
0.00645	37
0.00655	46
0.00665	42
0.00675	47
0.00685	18
0.00695	35
0.00705	35
0.00715	23
0.00725	33
0.00735	37
0.00745	35
0.00755	32
0.00765	38
0.00775	26
0.00785	27
0.00795	31
0.00805	15
0.00815	23
0.00825	35
0.00835	25
0.00845	29
0.00855	23
0.00865	25
0.00875	24
0.00885	19
0.00895	31
0.00905	33
0.00915	19
0.00925	33
0.00935	25
0.00945	20
0.00955	21
0.00965	34
0.00975	22
0.00985	25
0.00995	26
0.01005	16
0.01015	19
0.01025	15
0.01035	18
0.01045	23
0.01055	21
0.01065	16
0.01075	15
0.01085	15
0.01095	13
0.01105	22
0.01115	18
0.01125	27
0.01135	12
0.01145	21
0.01155	23
0.01165	15
0.01175	13
0.01185	13
0.01195	11
0.01205	17
0.01215	16
0.01225	16
0.01235	14
0.01245	19
0.01255	12
0.01265	21
0.01275	15
0.01285	22
0.01295	14
0.01305	13
0.01315	11
0.01325	12
0.01335	17
0.01345	10
0.01355	17
0.01365	10
0.01375	7
0.01385	18
0.01395	10
0.01405	14
0.01415	15
0.01425	12
0.01435	13
0.01445	15
0.01455	12
0.01465	15
