0.0075	4808
0.0225	4774
0.0375	4668
0.0525	4760
0.0675	4670
0.0825	4584
0.0975	4603
0.1125	4473
0.1275	4651
0.1425	4701
0.1575	4687
0.1725	4547
0.1875	4542
0.2025	4519
0.2175	4440
0.2325	4310
0.2475	4315
0.2625	4129
0.2775	4064
0.2925	3888
0.3075	3748
0.3225	3604
0.3375	3470
0.3525	3229
0.3675	2973
0.3825	2874
0.3975	2719
0.4125	2373
0.4275	2169
0.4425	1957
0.4575	1568
0.4725	1561
0.4875	1306
0.5025	1175
0.5175	1015
0.5325	994
0.5475	922
0.5625	880
0.5775	879
0.5925	909
0.6075	932
0.6225	880
0.6375	944
0.6525	947
0.6675	953
0.6825	903
0.6975	928
0.7125	967
0.7275	947
0.7425	933
0.7575	928
0.7725	938
0.7875	963
0.8025	931
0.8175	939
0.8325	950
0.8475	960
0.8625	951
0.8775	981
0.8925	968
0.9075	897
0.9225	949
0.9375	889
0.9525	931
0.9675	937
0.9825	931
0.9975	916
1.0125	851
1.0275	930
1.0425	951
1.0575	949
1.0725	880
1.0875	896
1.1025	869
1.1175	907
1.1325	931
1.1475	873
1.1625	899
1.1775	921
1.1925	828
1.2075	816
1.2225	871
1.2375	842
1.2525	864
1.2675	846
1.2825	873
1.2975	828
1.3125	822
1.3275	755
1.3425	721
1.3575	776
1.3725	767
1.3875	810
1.4025	772
1.4175	699
1.4325	721
1.4475	728
1.4625	759
1.4775	749
1.4925	744
1.5075	696
1.5225	712
1.5375	655
1.5525	706
1.5675	674
1.5825	666
1.5975	602
1.6125	650
1.6275	562
1.6425	572
1.6575	577
1.6725	530
1.6875	544
1.7025	517
1.7175	452
1.7325	498
1.7475	501
1.7625	428
1.7775	404
1.7925	424
1.8075	412
1.8225	415
1.8375	371
1.8525	352
1.8675	331
1.8825	331
1.8975	320
1.9125	303
1.9275	265
1.9425	232
1.9575	263
1.9725	225
1.9875	194
2.0025	206
2.0175	167
2.0325	139
2.0475	156
2.0625	122
2.0775	116
2.0925	115
2.1075	90
2.1225	77
2.1375	58
2.1525	54
2.1675	38
2.1825	24
2.1975	23
2.2125	15
2.2275	13
2.2425	1
2.2575	3
2.2725	0
2.2875	0
2.3025	0
2.3175	0
2.3325	0
2.3475	0
2.3625	0
2.3775	0
2.3925	0
